NDVI,NDWI,MSI,VV_dB,VH_dB,VV_VH_ratio,growth_fraction,crop_label,stage_label,stress_label,deficit_pct
0.321,0.329,1.186,-19.2,-13.72,1.399,0.946,Wheat,Harvest,Mild Stress,23.7
0.351,0.287,1.248,-19.24,-13.83,1.391,0.058,Rice,Sowing,Moderate Stress,31.1
0.727,0.14,1.535,-19.81,-13.55,1.462,0.258,Rice,Vegetative,Severe Stress,54.5
0.819,0.269,1.258,-19.15,-12.97,1.476,0.477,Wheat,Heading/Flowering,Moderate Stress,32.3
0.819,0.359,1.102,-18.73,-12.58,1.489,0.515,Wheat,Heading/Flowering,Mild Stress,15.7
0.529,0.302,1.272,-19.1,-13.62,1.402,0.846,Wheat,Maturity,Mild Stress,29.4
0.716,0.244,1.347,-19.39,-13.54,1.432,0.75,Rice,Maturity,Moderate Stress,38.2
0.542,0.213,1.392,-19.75,-13.56,1.456,0.838,Wheat,Maturity,Moderate Stress,43.3
0.83,0.411,1.045,-18.55,-12.74,1.456,0.59,Maize,Heading/Flowering,Healthy,9.9
0.359,0.192,1.445,-19.56,-14.1,1.387,0.069,Wheat,Sowing,Severe Stress,45.9
0.341,0.436,0.977,-18.5,-13.26,1.395,0.062,Wheat,Sowing,Healthy,5.0
0.555,0.217,1.372,-19.51,-13.73,1.421,0.169,Wheat,Vegetative,Moderate Stress,41.3
0.52,0.241,1.33,-19.34,-13.72,1.41,0.767,Pulses,Maturity,Moderate Stress,38.9
0.723,0.12,1.569,-20.17,-13.77,1.465,0.3,Wheat,Vegetative,Severe Stress,59.3
0.26,0.367,1.117,-18.85,-13.7,1.376,0.97,Maize,Harvest,Mild Stress,17.5
0.827,0.215,1.36,-19.52,-13.09,1.491,0.642,Rice,Heading/Flowering,Moderate Stress,40.1
0.723,0.399,1.052,-18.63,-12.57,1.482,0.3,Wheat,Vegetative,Healthy,10.5
0.783,0.334,1.193,-18.91,-12.83,1.474,0.623,Wheat,Heading/Flowering,Mild Stress,22.8
0.411,0.239,1.336,-19.4,-13.7,1.416,0.092,Wheat,Vegetative,Moderate Stress,36.0
0.858,0.342,1.143,-18.73,-12.7,1.475,0.408,Rice,Vegetative,Mild Stress,20.7
0.768,0.405,1.029,-18.48,-12.55,1.473,0.68,Maize,Heading/Flowering,Healthy,9.0
0.509,0.177,1.476,-19.9,-13.96,1.426,0.222,Pulses,Vegetative,Severe Stress,47.9
0.54,0.434,0.956,-18.27,-12.66,1.443,0.85,Maize,Maturity,Healthy,2.9
0.297,0.256,1.302,-19.46,-13.77,1.413,0.067,Pulses,Sowing,Moderate Stress,33.2
0.577,0.384,1.101,-18.71,-13.21,1.416,0.3,Pulses,Vegetative,Healthy,14.4
0.37,0.341,1.141,-19.03,-13.42,1.418,0.889,Pulses,Maturity,Mild Stress,21.3
0.541,0.449,0.99,-18.41,-12.9,1.427,0.142,Rice,Vegetative,Healthy,3.9
0.635,0.382,1.111,-18.65,-12.79,1.458,0.777,Wheat,Maturity,Mild Stress,15.2
0.819,0.232,1.329,-19.57,-13.37,1.464,0.515,Wheat,Heading/Flowering,Moderate Stress,37.5
0.858,0.134,1.571,-19.96,-13.63,1.464,0.592,Rice,Heading/Flowering,Severe Stress,56.9
0.858,0.197,1.382,-19.44,-13.27,1.465,0.408,Rice,Vegetative,Moderate Stress,43.1
0.627,0.386,1.082,-18.63,-13.13,1.419,0.389,Pulses,Vegetative,Healthy,14.5
0.37,0.207,1.36,-19.34,-13.77,1.405,0.889,Pulses,Maturity,Moderate Stress,40.7
0.848,0.364,1.112,-18.86,-12.89,1.463,0.53,Maize,Heading/Flowering,Mild Stress,17.9
0.854,0.199,1.425,-19.4,-13.39,1.449,0.4,Rice,Vegetative,Moderate Stress,43.3
0.788,0.131,1.579,-19.9,-13.71,1.451,0.615,Wheat,Heading/Flowering,Severe Stress,57.6
0.645,0.348,1.101,-18.78,-13.18,1.425,0.769,Wheat,Maturity,Mild Stress,17.5
0.26,0.339,1.147,-19.11,-13.83,1.382,0.97,Maize,Harvest,Mild Stress,22.4
0.868,0.196,1.46,-19.56,-13.25,1.476,0.433,Rice,Vegetative,Severe Stress,47.3
0.792,0.403,1.076,-18.81,-12.61,1.492,0.317,Rice,Vegetative,Healthy,11.5
0.359,0.334,1.179,-18.81,-13.62,1.381,0.931,Wheat,Harvest,Mild Stress,22.6
0.786,0.266,1.317,-19.17,-13.18,1.454,0.66,Maize,Heading/Flowering,Moderate Stress,34.5
0.813,0.207,1.432,-19.53,-13.2,1.48,0.446,Wheat,Vegetative,Moderate Stress,43.8
0.473,0.115,1.595,-20.25,-14.29,1.417,0.892,Rice,Maturity,Severe Stress,58.9
0.387,0.172,1.495,-19.64,-14.07,1.396,0.878,Pulses,Maturity,Severe Stress,49.9
0.806,0.22,1.376,-19.64,-13.31,1.476,0.577,Wheat,Heading/Flowering,Moderate Stress,41.2
0.682,0.145,1.512,-19.81,-13.71,1.445,0.225,Rice,Vegetative,Severe Stress,55.0
0.693,0.169,1.473,-19.82,-13.79,1.437,0.25,Maize,Vegetative,Severe Stress,49.7
0.624,0.189,1.4,-19.66,-13.5,1.456,0.785,Wheat,Maturity,Moderate Stress,43.7
0.591,0.22,1.416,-19.42,-13.75,1.412,0.192,Wheat,Vegetative,Moderate Stress,42.7
0.428,0.257,1.307,-19.19,-13.68,1.403,0.1,Wheat,Vegetative,Moderate Stress,36.4
0.877,0.381,1.082,-18.55,-12.66,1.465,0.533,Rice,Heading/Flowering,Healthy,13.0
0.327,0.153,1.507,-20.02,-14.14,1.416,0.05,Rice,Sowing,Severe Stress,52.9
0.12,0.297,1.251,-19.07,-14.12,1.351,1.0,Wheat,Harvest,Mild Stress,29.8
0.395,0.12,1.564,-20.04,-14.23,1.408,0.915,Wheat,Maturity,Severe Stress,57.6
0.231,0.123,1.537,-19.93,-14.52,1.373,0.023,Wheat,Sowing,Severe Stress,54.7
0.624,0.341,1.157,-19.0,-13.15,1.445,0.215,Wheat,Vegetative,Mild Stress,20.1
0.819,0.214,1.398,-19.35,-13.4,1.444,0.485,Wheat,Heading/Flowering,Moderate Stress,41.3
0.623,0.207,1.405,-19.61,-13.62,1.44,0.378,Pulses,Vegetative,Moderate Stress,43.8
0.171,0.14,1.519,-19.88,-14.69,1.353,0.011,Pulses,Sowing,Severe Stress,52.9
0.592,0.136,1.525,-20.0,-13.72,1.458,0.18,Maize,Vegetative,Severe Stress,53.2
0.808,0.437,0.999,-18.31,-12.41,1.475,0.569,Wheat,Heading/Flowering,Healthy,6.5
0.65,0.155,1.496,-19.73,-13.81,1.429,0.489,Pulses,Heading/Flowering,Severe Stress,50.3
0.56,0.407,1.021,-18.79,-13.12,1.432,0.278,Pulses,Vegetative,Healthy,10.2
0.415,0.393,1.089,-18.92,-13.33,1.419,0.083,Rice,Vegetative,Healthy,14.4
0.579,0.366,1.109,-18.74,-13.16,1.424,0.185,Wheat,Vegetative,Mild Stress,15.3
0.575,0.279,1.264,-19.26,-13.47,1.43,0.17,Maize,Vegetative,Moderate Stress,31.2
0.608,0.447,0.926,-18.23,-12.69,1.437,0.81,Maize,Maturity,Healthy,1.3
0.627,0.305,1.217,-19.2,-13.32,1.441,0.611,Pulses,Heading/Flowering,Mild Stress,26.1
0.645,0.188,1.413,-19.63,-13.43,1.462,0.231,Wheat,Vegetative,Moderate Stress,44.8
0.788,0.149,1.477,-20.01,-13.65,1.466,0.385,Wheat,Vegetative,Severe Stress,52.5
0.85,0.334,1.205,-19.15,-12.83,1.493,0.5,Maize,Heading/Flowering,Mild Stress,23.9
0.655,0.424,1.008,-18.48,-12.97,1.425,0.762,Wheat,Maturity,Healthy,9.2
0.473,0.122,1.574,-19.95,-14.29,1.396,0.108,Rice,Vegetative,Severe Stress,57.2
0.846,0.437,0.95,-18.29,-12.52,1.461,0.46,Maize,Heading/Flowering,Healthy,3.1
0.46,0.418,1.005,-18.38,-13.12,1.401,0.822,Pulses,Maturity,Healthy,6.5
0.807,0.381,1.05,-18.85,-12.7,1.484,0.667,Rice,Heading/Flowering,Healthy,12.7
0.645,0.369,1.082,-18.73,-13.03,1.437,0.231,Wheat,Vegetative,Healthy,14.5
0.56,0.328,1.15,-18.94,-13.05,1.451,0.278,Pulses,Vegetative,Mild Stress,20.6
0.871,0.437,0.976,-18.28,-12.26,1.491,0.442,Rice,Vegetative,Healthy,2.8
0.443,0.435,1.004,-18.38,-13.17,1.396,0.108,Wheat,Vegetative,Healthy,6.1
0.428,0.277,1.241,-19.24,-13.69,1.405,0.1,Wheat,Vegetative,Moderate Stress,30.4
0.806,0.35,1.115,-18.63,-12.64,1.474,0.577,Wheat,Heading/Flowering,Mild Stress,17.1
0.617,0.27,1.298,-19.46,-13.54,1.437,0.367,Pulses,Vegetative,Moderate Stress,35.0
0.37,0.253,1.306,-19.15,-13.97,1.371,0.889,Pulses,Maturity,Moderate Stress,34.4
0.739,0.229,1.355,-19.45,-13.16,1.478,0.71,Maize,Maturity,Moderate Stress,38.5
0.402,0.153,1.527,-19.83,-14.34,1.383,0.133,Pulses,Vegetative,Severe Stress,53.3
0.693,0.337,1.179,-18.8,-12.97,1.449,0.75,Maize,Maturity,Mild Stress,23.0
0.717,0.442,0.992,-18.67,-12.76,1.463,0.73,Maize,Maturity,Healthy,6.2
0.717,0.239,1.309,-19.59,-13.27,1.476,0.73,Maize,Maturity,Moderate Stress,37.1
0.327,0.407,1.054,-18.7,-13.47,1.388,0.95,Rice,Harvest,Healthy,11.4
0.792,0.18,1.446,-19.51,-13.61,1.434,0.317,Rice,Vegetative,Severe Stress,46.8
0.591,0.236,1.354,-19.3,-13.69,1.41,0.808,Wheat,Maturity,Moderate Stress,37.3
0.865,0.24,1.35,-19.39,-13.27,1.461,0.425,Rice,Vegetative,Moderate Stress,38.4
0.474,0.409,1.026,-18.63,-13.31,1.4,0.877,Wheat,Maturity,Healthy,10.4
0.871,0.241,1.345,-19.53,-13.22,1.477,0.558,Rice,Heading/Flowering,Moderate Stress,36.4
0.558,0.388,1.101,-18.67,-13.14,1.421,0.84,Maize,Maturity,Healthy,14.6
0.811,0.155,1.492,-19.62,-13.6,1.443,0.562,Wheat,Heading/Flowering,Severe Stress,49.7
0.708,0.146,1.503,-19.73,-13.78,1.432,0.285,Wheat,Vegetative,Severe Stress,54.1
0.716,0.318,1.2,-18.96,-12.91,1.469,0.292,Wheat,Vegetative,Mild Stress,24.4
0.877,0.234,1.345,-19.53,-13.18,1.482,0.467,Rice,Heading/Flowering,Moderate Stress,39.7
0.65,0.319,1.21,-19.23,-12.99,1.48,0.5,Pulses,Heading/Flowering,Mild Stress,24.4
0.301,0.172,1.449,-19.65,-14.33,1.371,0.954,Wheat,Harvest,Severe Stress,48.5
0.602,0.387,1.053,-18.81,-13.01,1.446,0.825,Rice,Maturity,Healthy,11.4
0.82,0.156,1.474,-19.71,-13.5,1.46,0.5,Wheat,Heading/Flowering,Severe Stress,50.6
0.727,0.264,1.303,-19.54,-13.12,1.489,0.258,Rice,Vegetative,Moderate Stress,35.3
0.608,0.153,1.541,-20.01,-14.04,1.425,0.81,Maize,Maturity,Severe Stress,53.9
0.879,0.198,1.437,-19.56,-13.22,1.48,0.517,Rice,Heading/Flowering,Severe Stress,45.1
0.418,0.329,1.164,-18.9,-13.55,1.395,0.856,Pulses,Maturity,Mild Stress,23.4
0.645,0.17,1.464,-19.69,-13.69,1.438,0.231,Wheat,Vegetative,Severe Stress,50.0
0.542,0.232,1.359,-19.39,-13.77,1.408,0.162,Wheat,Vegetative,Moderate Stress,40.1
0.428,0.128,1.545,-19.96,-14.15,1.411,0.1,Wheat,Vegetative,Severe Stress,56.7
0.462,0.353,1.116,-19.01,-13.41,1.418,0.11,Maize,Vegetative,Mild Stress,17.6
0.371,0.296,1.233,-19.16,-13.65,1.404,0.07,Maize,Sowing,Mild Stress,27.2
0.373,0.254,1.289,-19.39,-13.87,1.398,0.933,Rice,Harvest,Moderate Stress,34.9
0.351,0.191,1.413,-19.66,-14.16,1.388,0.058,Rice,Sowing,Moderate Stress,43.8
0.231,0.32,1.222,-19.26,-13.93,1.383,0.977,Wheat,Harvest,Mild Stress,26.4
0.459,0.153,1.505,-19.91,-14.09,1.413,0.885,Wheat,Maturity,Severe Stress,53.1
0.253,0.417,1.007,-18.57,-13.26,1.4,0.956,Pulses,Harvest,Healthy,7.8
0.256,0.192,1.417,-19.51,-14.04,1.39,0.969,Wheat,Harvest,Moderate Stress,43.5
0.744,0.26,1.288,-19.39,-13.03,1.488,0.323,Wheat,Vegetative,Moderate Stress,33.9
0.26,0.33,1.209,-19.09,-13.76,1.387,0.03,Maize,Sowing,Mild Stress,23.8
0.788,0.383,1.073,-18.78,-12.52,1.5,0.385,Wheat,Vegetative,Healthy,11.9
0.12,0.345,1.114,-19.02,-13.77,1.381,1.0,Rice,Harvest,Mild Stress,18.9
0.849,0.424,0.987,-18.66,-12.45,1.499,0.52,Maize,Heading/Flowering,Healthy,6.5
0.799,0.157,1.495,-19.92,-13.7,1.454,0.408,Wheat,Vegetative,Severe Stress,51.0
0.542,0.236,1.331,-19.33,-13.64,1.417,0.162,Wheat,Vegetative,Moderate Stress,36.2
0.606,0.164,1.445,-19.78,-13.95,1.418,0.344,Pulses,Vegetative,Severe Stress,49.5
0.569,0.273,1.276,-19.4,-13.5,1.437,0.711,Pulses,Maturity,Moderate Stress,32.8
0.694,0.314,1.218,-19.11,-13.21,1.447,0.233,Rice,Vegetative,Mild Stress,26.8
0.786,0.238,1.3,-19.37,-13.01,1.489,0.34,Maize,Vegetative,Moderate Stress,35.6
0.371,0.415,1.013,-18.61,-13.37,1.392,0.07,Maize,Sowing,Healthy,8.5
0.516,0.367,1.083,-18.82,-13.2,1.426,0.854,Wheat,Maturity,Mild Stress,16.5
0.737,0.389,1.104,-18.85,-12.72,1.482,0.733,Rice,Maturity,Mild Stress,15.0
0.708,0.14,1.531,-19.95,-13.58,1.469,0.285,Wheat,Vegetative,Severe Stress,54.3
0.216,0.412,1.025,-18.83,-13.36,1.409,0.983,Rice,Harvest,Healthy,11.2
0.256,0.145,1.511,-19.83,-14.5,1.368,0.969,Wheat,Harvest,Severe Stress,53.7
0.788,0.369,1.093,-18.65,-12.73,1.465,0.385,Wheat,Vegetative,Mild Stress,15.7
0.319,0.164,1.493,-19.6,-14.16,1.384,0.95,Maize,Harvest,Severe Stress,49.8
0.599,0.189,1.433,-19.7,-13.86,1.421,0.333,Pulses,Vegetative,Severe Stress,45.5
0.351,0.414,0.994,-18.44,-13.07,1.411,0.942,Rice,Harvest,Healthy,6.9
0.848,0.451,0.959,-18.38,-12.29,1.496,0.53,Maize,Heading/Flowering,Healthy,1.7
0.231,0.185,1.436,-19.55,-14.1,1.387,0.977,Wheat,Harvest,Severe Stress,47.1
0.639,0.233,1.389,-19.5,-13.72,1.421,0.578,Pulses,Heading/Flowering,Moderate Stress,40.8
0.603,0.146,1.482,-19.89,-13.76,1.445,0.8,Wheat,Maturity,Severe Stress,51.7
0.395,0.167,1.461,-19.68,-14.02,1.404,0.925,Rice,Harvest,Severe Stress,47.5
0.435,0.228,1.35,-19.3,-13.62,1.417,0.092,Rice,Vegetative,Moderate Stress,39.5
0.834,0.219,1.366,-19.49,-13.1,1.488,0.42,Maize,Vegetative,Moderate Stress,40.4
0.225,0.198,1.451,-19.86,-14.09,1.41,0.02,Maize,Sowing,Severe Stress,46.6
0.819,0.31,1.18,-19.02,-12.72,1.495,0.523,Wheat,Heading/Flowering,Mild Stress,24.3
0.415,0.099,1.596,-20.12,-14.28,1.409,0.083,Rice,Vegetative,Severe Stress,58.9
0.418,0.126,1.533,-20.07,-14.28,1.405,0.856,Pulses,Maturity,Severe Stress,57.3
0.759,0.305,1.223,-19.22,-13.06,1.472,0.31,Maize,Vegetative,Mild Stress,25.8
0.738,0.407,1.013,-18.37,-12.85,1.43,0.315,Wheat,Vegetative,Healthy,7.6
0.815,0.232,1.376,-19.55,-13.28,1.472,0.454,Wheat,Heading/Flowering,Moderate Stress,39.7
0.793,0.103,1.564,-20.21,-13.73,1.472,0.65,Maize,Heading/Flowering,Severe Stress,58.1
0.319,0.256,1.318,-19.49,-14.07,1.385,0.95,Maize,Harvest,Moderate Stress,36.6
0.811,0.354,1.139,-19.01,-12.8,1.485,0.562,Wheat,Heading/Flowering,Mild Stress,20.8
0.488,0.441,1.0,-18.43,-13.03,1.414,0.869,Wheat,Maturity,Healthy,5.5
0.612,0.325,1.2,-19.16,-13.09,1.464,0.644,Pulses,Heading/Flowering,Mild Stress,23.4
0.276,0.126,1.532,-19.79,-14.43,1.371,0.033,Rice,Sowing,Severe Stress,56.0
0.488,0.218,1.394,-19.65,-13.94,1.41,0.131,Wheat,Vegetative,Moderate Stress,43.2
0.644,0.271,1.288,-19.08,-13.46,1.418,0.556,Pulses,Heading/Flowering,Moderate Stress,32.5
0.56,0.278,1.267,-19.14,-13.53,1.415,0.722,Pulses,Maturity,Mild Stress,29.8
0.814,0.271,1.256,-19.05,-13.09,1.455,0.342,Rice,Vegetative,Moderate Stress,31.0
0.779,0.211,1.354,-19.45,-13.25,1.468,0.631,Wheat,Heading/Flowering,Moderate Stress,40.9
0.854,0.435,0.966,-18.46,-12.37,1.492,0.4,Rice,Vegetative,Healthy,3.1
0.26,0.12,1.563,-20.15,-14.33,1.406,0.97,Maize,Harvest,Severe Stress,59.7
0.473,0.451,0.927,-18.34,-12.92,1.42,0.811,Pulses,Maturity,Healthy,2.3
0.588,0.205,1.394,-19.67,-13.62,1.444,0.833,Rice,Maturity,Moderate Stress,44.8
0.12,0.272,1.287,-19.37,-14.02,1.382,1.0,Rice,Harvest,Moderate Stress,31.4
0.844,0.161,1.492,-19.63,-13.62,1.441,0.383,Rice,Vegetative,Severe Stress,49.6
0.792,0.131,1.567,-20.0,-13.49,1.483,0.683,Rice,Heading/Flowering,Severe Stress,57.1
0.85,0.172,1.493,-19.88,-13.53,1.469,0.51,Maize,Heading/Flowering,Severe Stress,49.8
0.744,0.315,1.174,-19.2,-13.17,1.458,0.677,Wheat,Heading/Flowering,Mild Stress,24.3
0.68,0.281,1.285,-19.27,-13.33,1.446,0.24,Maize,Vegetative,Moderate Stress,32.0
0.541,0.147,1.521,-20.08,-14.03,1.431,0.256,Pulses,Vegetative,Severe Stress,54.8
0.868,0.139,1.545,-20.16,-13.66,1.476,0.433,Rice,Vegetative,Severe Stress,56.8
0.768,0.235,1.326,-19.52,-13.34,1.463,0.68,Maize,Heading/Flowering,Moderate Stress,36.5
0.635,0.325,1.149,-19.04,-13.22,1.44,0.777,Wheat,Maturity,Mild Stress,22.2
0.85,0.11,1.572,-20.0,-13.46,1.486,0.5,Maize,Heading/Flowering,Severe Stress,57.0
0.26,0.294,1.25,-19.32,-13.82,1.398,0.97,Maize,Harvest,Mild Stress,29.3
0.179,0.381,1.033,-18.5,-13.5,1.37,0.008,Rice,Sowing,Healthy,11.6
0.635,0.124,1.519,-19.78,-13.76,1.438,0.223,Wheat,Vegetative,Severe Stress,54.8
0.871,0.162,1.491,-19.85,-13.34,1.488,0.558,Rice,Heading/Flowering,Severe Stress,50.0
0.567,0.169,1.456,-19.79,-13.99,1.415,0.177,Wheat,Vegetative,Severe Stress,50.3
0.814,0.303,1.249,-18.97,-12.93,1.467,0.38,Maize,Vegetative,Mild Stress,27.2
0.808,0.205,1.399,-19.72,-13.18,1.496,0.431,Wheat,Vegetative,Moderate Stress,43.7
0.592,0.199,1.412,-19.68,-13.87,1.419,0.678,Pulses,Heading/Flowering,Moderate Stress,43.7
0.612,0.164,1.487,-19.8,-13.8,1.435,0.644,Pulses,Heading/Flowering,Severe Stress,51.1
0.623,0.228,1.391,-19.58,-13.77,1.422,0.2,Maize,Vegetative,Moderate Stress,41.8
0.377,0.174,1.436,-19.68,-14.17,1.389,0.077,Wheat,Sowing,Severe Stress,46.6
0.341,0.257,1.32,-19.26,-13.98,1.378,0.938,Wheat,Harvest,Moderate Stress,33.7
0.171,0.379,1.101,-18.78,-13.55,1.386,0.011,Pulses,Sowing,Mild Stress,16.3
0.849,0.415,1.011,-18.68,-12.59,1.484,0.52,Maize,Heading/Flowering,Healthy,9.8
0.632,0.435,0.961,-18.54,-12.75,1.454,0.6,Pulses,Heading/Flowering,Healthy,3.5
0.612,0.267,1.3,-19.33,-13.38,1.445,0.644,Pulses,Heading/Flowering,Moderate Stress,32.3
0.877,0.2,1.377,-19.58,-13.2,1.483,0.533,Rice,Heading/Flowering,Moderate Stress,42.4
0.749,0.227,1.352,-19.27,-13.41,1.437,0.7,Maize,Maturity,Moderate Stress,37.9
0.83,0.196,1.424,-19.83,-13.56,1.462,0.41,Maize,Vegetative,Severe Stress,47.3
0.8,0.13,1.578,-20.06,-13.6,1.475,0.325,Rice,Vegetative,Severe Stress,57.5
0.649,0.448,0.935,-18.52,-12.76,1.451,0.478,Pulses,Heading/Flowering,Healthy,1.5
0.395,0.401,1.032,-18.57,-13.18,1.409,0.085,Wheat,Vegetative,Healthy,9.4
0.415,0.112,1.537,-19.98,-14.37,1.39,0.083,Rice,Vegetative,Severe Stress,57.5
0.768,0.148,1.478,-19.72,-13.56,1.454,0.646,Wheat,Heading/Flowering,Severe Stress,52.1
0.814,0.463,0.951,-18.4,-12.47,1.476,0.62,Maize,Heading/Flowering,Healthy,2.0
0.737,0.42,0.99,-18.35,-12.8,1.434,0.733,Rice,Maturity,Healthy,6.0
0.644,0.259,1.306,-19.26,-13.61,1.415,0.556,Pulses,Heading/Flowering,Moderate Stress,35.2
0.171,0.103,1.556,-20.12,-14.61,1.377,0.989,Pulses,Harvest,Severe Stress,59.4
0.639,0.243,1.371,-19.37,-13.29,1.457,0.422,Pulses,Vegetative,Moderate Stress,38.6
0.786,0.121,1.575,-20.16,-13.7,1.472,0.66,Maize,Heading/Flowering,Severe Stress,59.1
0.717,0.131,1.538,-19.88,-13.59,1.463,0.27,Maize,Vegetative,Severe Stress,57.0
0.705,0.256,1.268,-19.44,-13.29,1.463,0.758,Rice,Maturity,Moderate Stress,32.6
0.454,0.44,0.954,-18.22,-13.15,1.386,0.9,Rice,Maturity,Healthy,3.8
0.792,0.252,1.356,-19.38,-13.23,1.465,0.608,Wheat,Heading/Flowering,Moderate Stress,37.4
0.819,0.303,1.191,-19.25,-12.86,1.497,0.485,Wheat,Heading/Flowering,Mild Stress,24.9
0.65,0.457,0.941,-18.17,-12.77,1.423,0.5,Pulses,Heading/Flowering,Healthy,1.5
0.428,0.414,1.057,-18.52,-13.08,1.416,0.9,Wheat,Maturity,Healthy,10.6
0.648,0.381,1.081,-18.87,-13.11,1.439,0.467,Pulses,Heading/Flowering,Mild Stress,15.6
0.814,0.43,1.025,-18.66,-12.56,1.486,0.62,Maize,Heading/Flowering,Healthy,8.1
0.768,0.417,1.002,-18.73,-12.53,1.495,0.646,Wheat,Heading/Flowering,Healthy,8.5
0.646,0.127,1.513,-19.75,-13.95,1.416,0.544,Pulses,Heading/Flowering,Severe Stress,54.0
0.316,0.276,1.264,-19.19,-13.92,1.379,0.078,Pulses,Sowing,Moderate Stress,33.0
0.359,0.412,1.04,-18.69,-13.21,1.415,0.931,Wheat,Harvest,Healthy,10.5
0.585,0.12,1.561,-19.84,-13.96,1.421,0.311,Pulses,Vegetative,Severe Stress,55.5
0.768,0.394,1.056,-18.64,-12.85,1.451,0.646,Wheat,Heading/Flowering,Healthy,10.9
0.657,0.308,1.186,-19.12,-13.02,1.469,0.792,Rice,Maturity,Mild Stress,24.7
0.648,0.228,1.364,-19.6,-13.66,1.435,0.467,Pulses,Heading/Flowering,Moderate Stress,39.4
0.858,0.27,1.293,-19.15,-13.15,1.456,0.592,Rice,Heading/Flowering,Moderate Stress,33.0
0.441,0.116,1.586,-20.2,-14.08,1.435,0.9,Maize,Maturity,Severe Stress,57.8
0.814,0.259,1.271,-19.36,-13.22,1.464,0.342,Rice,Vegetative,Moderate Stress,33.4
0.316,0.295,1.234,-19.27,-13.6,1.417,0.922,Pulses,Harvest,Mild Stress,27.8
0.525,0.327,1.202,-18.89,-13.49,1.4,0.867,Rice,Maturity,Mild Stress,23.6
0.786,0.167,1.512,-20.04,-13.57,1.477,0.34,Maize,Vegetative,Severe Stress,51.9
0.387,0.204,1.401,-19.65,-13.93,1.411,0.878,Pulses,Maturity,Moderate Stress,42.9
0.171,0.394,1.033,-18.77,-13.76,1.364,0.011,Pulses,Sowing,Healthy,11.2
0.763,0.38,1.097,-18.58,-12.84,1.447,0.654,Wheat,Heading/Flowering,Healthy,14.8
0.446,0.378,1.047,-18.58,-13.36,1.391,0.167,Pulses,Vegetative,Healthy,12.9
0.839,0.121,1.539,-20.01,-13.62,1.469,0.625,Rice,Heading/Flowering,Severe Stress,57.1
0.588,0.468,0.926,-18.25,-12.75,1.431,0.167,Rice,Vegetative,Healthy,1.7
0.557,0.334,1.18,-18.89,-13.37,1.413,0.85,Rice,Maturity,Mild Stress,21.9
0.783,0.411,1.059,-18.55,-12.65,1.466,0.377,Wheat,Vegetative,Healthy,10.4
0.402,0.186,1.481,-19.59,-14.08,1.391,0.867,Pulses,Maturity,Severe Stress,48.6
0.65,0.234,1.377,-19.63,-13.57,1.447,0.5,Pulses,Heading/Flowering,Moderate Stress,41.0
0.522,0.293,1.269,-19.1,-13.47,1.418,0.86,Maize,Maturity,Moderate Stress,30.9
0.335,0.17,1.467,-19.63,-14.05,1.397,0.089,Pulses,Vegetative,Severe Stress,47.9
0.796,0.47,0.939,-18.53,-12.4,1.494,0.4,Wheat,Vegetative,Healthy,1.0
0.316,0.438,0.99,-18.25,-13.41,1.361,0.922,Pulses,Harvest,Healthy,4.9
0.54,0.308,1.23,-19.28,-13.57,1.421,0.15,Maize,Vegetative,Mild Stress,27.6
0.373,0.204,1.406,-19.55,-13.97,1.399,0.933,Rice,Harvest,Moderate Stress,43.7
0.723,0.234,1.362,-19.35,-13.3,1.455,0.3,Wheat,Vegetative,Moderate Stress,38.6
0.54,0.448,0.962,-18.17,-12.93,1.405,0.85,Maize,Maturity,Healthy,1.4
0.373,0.251,1.314,-19.22,-13.96,1.377,0.067,Rice,Sowing,Moderate Stress,36.7
0.592,0.428,0.967,-18.6,-12.75,1.459,0.678,Pulses,Heading/Flowering,Healthy,5.0
0.716,0.334,1.199,-19.0,-13.21,1.438,0.292,Wheat,Vegetative,Mild Stress,23.9
0.803,0.399,1.044,-18.53,-12.57,1.474,0.415,Wheat,Vegetative,Healthy,9.4
0.636,0.29,1.219,-19.34,-13.16,1.47,0.589,Pulses,Heading/Flowering,Mild Stress,28.0
0.645,0.422,1.012,-18.37,-12.95,1.419,0.231,Wheat,Vegetative,Healthy,6.8
0.327,0.41,0.992,-18.4,-13.25,1.389,0.05,Rice,Sowing,Healthy,7.3
0.54,0.212,1.397,-19.8,-13.79,1.436,0.85,Maize,Maturity,Moderate Stress,44.6
0.67,0.136,1.524,-20.12,-13.98,1.439,0.217,Rice,Vegetative,Severe Stress,55.5
0.705,0.405,1.058,-18.76,-12.77,1.469,0.74,Maize,Maturity,Healthy,11.5
0.768,0.3,1.224,-19.04,-12.98,1.467,0.354,Wheat,Vegetative,Mild Stress,27.3
0.723,0.199,1.419,-19.7,-13.64,1.444,0.3,Wheat,Vegetative,Severe Stress,45.9
0.26,0.19,1.439,-19.63,-14.38,1.365,0.03,Maize,Sowing,Severe Stress,47.4
0.179,0.352,1.159,-18.93,-13.76,1.376,0.992,Rice,Harvest,Mild Stress,20.2
0.588,0.263,1.303,-19.57,-13.31,1.47,0.167,Rice,Vegetative,Moderate Stress,35.8
0.716,0.152,1.501,-19.66,-13.76,1.429,0.75,Rice,Maturity,Severe Stress,50.8
0.353,0.178,1.458,-19.83,-14.01,1.415,0.1,Pulses,Vegetative,Severe Stress,48.6
